GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "25000","Massachusetts",1,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",3853.4,3578.6,3254.4,2648.8,2430.4,2658.8,2835.6,3155.6,3235.7,2980.1,3197.2,3422.4,4053.7,4831.7,5544.0,5801.1,5957.5,6452.2,6688.5,7159.4,7102.5,7896.4,8642.8,9041.1,9582.9,9688.1,10329.2,10959.6,11582.9,11835.9,12630.4,13147.2,13813.8,14596.6,15203.4,16233.1,17319.7,18650.1,20260.5,22126.5,24041.9,25961.4,27742.0,29977.9,32574.1,35182.2,37801.8,40688.8,44297.9,48938.7,54481.4,61388.7,68493.4,75098.5,81445.9,91928.3,99341.6,107146.5,116044.3,127722.9,135208.9,139232.6,141351.8,148477.6,154367.4,162175.2,171742.0,182580.4,194130.7,206430.6,220900.7,245502.5,255086.8,253738.7,258616.7,271926.8,284122.5,306081.9,322126.0,335157.2,330909.7,347492.1,363396.4,379267.8,382611.1,401832.5,428228.9,444184.1,463599.9,486203.9,506614.2,540855.3,576063.5
 "25000","Massachusetts",1,SAINC1,2,"...","Population (persons) 1/","Number of persons",4229000,4250000,4248000,4259000,4282000,4305000,4343000,4355000,4358000,4365000,4347000,4318000,4400000,4386000,4277000,4361000,4310000,4536000,4589000,4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6569537,6629863,6692712,6756583,6819480,6865334,6908516,6958374,6994054,7016618,7022220,6984723
 "25000","Massachusetts",1,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",911,842,766,622,568,618,653,725,742,683,736,793,921,1102,1296,1330,1382,1422,1458,1532,1498,1685,1857,1944,1994,1973,2116,2241,2350,2362,2468,2548,2647,2773,2845,2980,3148,3369,3622,3938,4255,4552,4834,5203,5632,6090,6560,7078,7712,8522,9481,10684,11873,13013,14044,15739,16893,18152,19552,21358,22477,23118,23486,24628,25471,26607,27964,29545,31180,32914,34967,38594,39872,39540,40267,42407,44371,47750,50085,51810,50772,52894,54812,56669,56628,58924,62376,64295,66625,69517,72202,77021,82475
 "26000","Michigan",3,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",3796.8,3178.9,2593.3,1885.8,1661.4,2179.6,2571.8,3035.3,3415.4,2904.5,3239.9,3632.4,4560.3,5875.4,7401.3,7659.1,7335.4,7861.8,8951.9,9697.7,9642.4,11002.6,12319.1,13190.5,14991.5,14618.4,16236.0,16948.9,17440.9,17119.5,18126.0,18884.0,18957.0,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644.0,45132.0,50382.9,53913.2,57745.1,64457.8,72465.6,80772.9,88478.7,94684.4,101254.2,104816.5,111577.2,123177.2,133599.1,142047.6,147561.4,157523.2,169629.3,177393.2,181414.2,192235.1,202432.5,217745.4,230305.9,242218.5,254938.9,270129.9,283339.7,302000.6,307220.9,306502.9,314078.2,323456.7,331142.6,339338.4,349331.5,357779.8,339695.0,353316.3,373861.3,389544.1,393576.8,411019.8,433688.6,446030.2,458756.7,476476.8,492022.2,530808.6,558329.6
 "26000","Michigan",3,SAINC1,2,"...","Population (persons) 1/","Number of persons",4795000,4834000,4798000,4780000,4780000,4798000,4838000,4889000,4968000,5056000,5156000,5315000,5468000,5552000,5396000,5459000,5468000,5874000,6075000,6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9880076,9895488,9920751,9947308,9974630,9987137,10016980,10049868,10070610,10078236,10067664,10050811
 "26000","Michigan",3,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",792,658,540,395,348,454,532,621,687,574,628,683,834,1058,1372,1403,1342,1338,1474,1561,1523,1717,1896,1984,2198,2069,2229,2270,2304,2233,2334,2411,2402,2561,2692,2904,3156,3379,3475,3813,4107,4200,4530,5001,5554,5918,6340,7070,7913,8778,9566,10230,10995,11499,12332,13612,14720,15562,16061,17089,18332,19051,19298,20280,21219,22687,23801,24821,25990,27430,28629,30344,30749,30602,31279,32168,32946,33812,34929,35969,34307,35760,37781,39266,39566,41207,43425,44527,45648,47314,48820,52724,55551
 "27000","Minnesota",4,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",1528.9,1409.5,1194.0,956.4,829.2,968.1,1219.3,1294.6,1477.3,1357.2,1432.5,1460.8,1676.0,2126.7,2455.1,2553.6,2834.3,3265.3,3554.7,4161.9,3918.1,4336.1,4800.1,5000.3,5278.3,5442.2,5765.5,6040.2,6411.5,6772.7,7034.7,7471.7,7853.4,8277.7,8779.4,9131.5,10087.6,10933.5,11750.3,12934.0,14388.0,15708.8,16766.0,18229.3,21370.2,23011.8,24891.1,26907.1,30292.7,33988.9,37795.4,42002.1,46547.6,49867.5,52578.4,59667.4,63360.9,67018.2,71480.2,75424.9,82388.1,87514.0,90246.2,97018.5,99989.9,107155.2,113337.5,122210.8,129027.6,140368.6,147680.9,160089.0,166871.9,170419.0,178356.2,189320.9,194876.8,204823.7,216907.2,226467.1,216945.7,226957.1,242593.2,257164.2,259781.8,273488.0,286422.9,292234.9,304470.0,319619.1,329523.9,350784.7,373754.1
 "27000","Minnesota",4,SAINC1,2,"...","Population (persons) 1/","Number of persons",2572000,2576000,2614000,2646000,2673000,2695000,2717000,2734000,2746000,2753000,2771000,2790000,2719000,2662000,2572000,2523000,2534000,2737000,2796000,2868000,2935000,2997000,3010000,3030000,3050000,3113000,3172000,3240000,3274000,3313000,3366000,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5312113,5352572,5388297,5430428,5473353,5509714,5556226,5605384,5650149,5686733,5707165,5707390
 "27000","Minnesota",4,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",594,547,457,361,310,359,449,474,538,493,517,524,616,799,955,1012,1119,1193,1271,1451,1335,1447,1595,1650,1731,1748,1818,1864,1958,2044,2090,2182,2263,2356,2486,2566,2808,3023,3211,3493,3829,4117,4353,4714,5500,5903,6340,6801,7612,8487,9360,10282,11321,12070,12696,14351,15143,15937,16878,17556,18992,19935,20322,21581,21947,23242,24320,25932,27087,29162,30303,32448,33490,33955,35293,37211,38065,39667,41655,43161,41079,42724,45323,47726,47838,49967,51985,52596,54317,56568,57946,61464,65486
 "28000","Mississippi",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",552.9,396.0,337.6,244.9,257.1,342.6,358.9,460.9,458.3,417.0,436.4,461.2,690.3,1006.2,1246.2,1360.4,1330.0,1281.2,1410.5,1655.5,1481.7,1697.1,1872.4,1981.1,2009.2,1952.9,2203.1,2245.7,2272.1,2462.1,2726.4,2763.8,2996.9,3132.5,3442.4,3563.3,3868.6,4217.4,4563.4,4993.3,5540.7,6077.0,6737.1,7677.4,8779.0,9648.1,10462.8,11877.6,13222.2,14721.6,16636.6,18097.5,20331.6,21465.4,22451.6,24527.7,25818.8,26781.3,28323.9,30302.6,32735.8,34442.5,36287.6,39062.7,41597.0,45005.3,47613.3,50525.5,53377.5,56584.7,58573.1,61755.4,65175.9,66375.0,69022.3,73109.9,77981.6,81284.4,86544.4,90748.4,89226.6,92933.2,96918.0,100377.2,102317.4,104255.5,106064.0,107499.5,110107.2,112818.1,116335.8,124988.2,134040.5
 "28000","Mississippi",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",1998000,2006000,1994000,2004000,2031000,2050000,2061000,2072000,2086000,2127000,2168000,2176000,2188000,2204000,2255000,2119000,2079000,2072000,2108000,2076000,2085000,2176000,2163000,2152000,2105000,2064000,2060000,2086000,2088000,2086000,2138000,2182000,2206000,2243000,2244000,2241000,2246000,2245000,2228000,2219000,2220000,2221128,2265529,2307291,2349802,2378603,2399924,2430324,2459810,2488033,2507967,2525342,2539032,2556776,2567719,2578053,2588103,2593596,2588545,2580349,2574272,2578897,2598733,2623734,2655100,2688992,2722659,2748085,2777004,2804834,2828408,2848353,2852994,2858681,2868312,2889010,2905943,2904978,2928350,2947806,2958774,2970366,2977897,2982342,2986574,2987621,2984959,2984317,2983393,2974618,2968981,2956870,2949965
 "28000","Mississippi",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",277,197,169,122,127,167,174,222,220,196,201,212,316,457,553,642,640,618,669,797,711,780,866,921,955,946,1069,1077,1088,1180,1275,1267,1359,1397,1534,1590,1722,1879,2048,2250,2496,2736,2974,3327,3736,4056,4360,4887,5375,5917,6633,7166,8008,8395,8744,9514,9976,10326,10942,11744,12717,13356,13964,14888,15667,16737,17488,18386,19221,20174,20709,21681,22845,23219,24064,25306,26835,27981,29554,30785,30157,31287,32546,33657,34259,34896,35533,36021,36907,37927,39184,42270,45438
 "29000","Missouri",4,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",2241.6,2042.5,1815.3,1366.8,1261.9,1392.8,1597.7,1775.7,1926.6,1799.6,1907.4,1969.4,2465.8,3134.1,3619.9,3850.1,4030.8,4509.6,4732.5,5295.9,5171.7,5699.8,6319.8,6680.4,7087.0,7139.9,7645.6,8065.0,8296.0,8828.8,9350.2,9629.7,9955.3,10488.7,11002.3,11619.6,12634.8,13535.8,14407.4,15949.9,16912.5,18479.5,19938.9,21682.2,24089.7,25774.7,28212.7,30912.0,34252.4,38129.7,42513.8,46120.2,51516.6,55083.5,58757.9,65189.3,69744.0,73416.9,77345.9,82131.5,88040.0,91909.0,95964.1,102138.9,106821.1,113391.1,119590.2,126668.3,134328.1,141027.1,146510.9,156675.8,161842.0,165526.0,171766.6,181111.9,187996.2,199347.8,209021.4,221033.5,216893.6,222564.0,231646.3,242981.4,245200.0,254317.5,263271.4,270603.5,277413.9,289454.0,300546.0,318019.1,340232.4
 "29000","Missouri",4,SAINC1,2,"...","Population (persons) 1/","Number of persons",3622000,3646000,3711000,3746000,3773000,3784000,3798000,3801000,3794000,3781000,3783000,3786000,3815000,3829000,3694000,3556000,3513000,3759000,3846000,3844000,3882000,3964000,4015000,3972000,4020000,4066000,4134000,4163000,4189000,4186000,4258000,4326000,4349000,4357000,4392000,4442000,4467000,4523000,4539000,4568000,4640000,4684768,4722703,4753234,4774601,4785391,4795383,4823554,4845042,4871171,4889327,4921966,4932069,4929456,4943735,4975276,5000260,5023055,5056702,5081737,5095844,5128880,5170800,5217101,5271175,5324497,5378247,5431553,5481193,5521765,5561948,5607285,5641142,5674825,5709403,5747741,5790300,5842704,5887612,5923916,5961088,5996166,6011569,6026727,6044003,6060459,6077057,6093349,6113669,6128594,6143406,6154481,6168187
 "29000","Missouri",4,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",619,560,489,365,334,368,421,467,508,476,504,520,646,819,980,1083,1147,1200,1230,1378,1332,1438,1574,1682,1763,1756,1849,1937,1980,2109,2196,2226,2289,2407,2505,2616,2828,2993,3174,3492,3645,3945,4222,4562,5045,5386,5883,6409,7070,7828,8695,9370,10445,11174,11885,13103,13948,14616,15296,16162,17277,17920,18559,19578,20265,21296,22236,23321,24507,25540,26342,27941,28690,29168,30085,31510,32467,34119,35502,37312,36385,37118,38533,40317,40569,41963,43322,44410,45376,47230,48922,51673,55159
 "30000","Montana",7,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",310.3,270.0,208.8,180.6,161.8,198.9,261.2,265.0,284.6,284.2,294.4,315.7,384.3,469.6,557.9,558.0,578.2,673.1,784.3,887.6,815.3,995.3,1092.8,1117.0,1134.9,1127.6,1230.2,1293.0,1356.7,1414.3,1392.4,1451.3,1454.6,1701.3,1691.6,1727.5,1856.3,1989.5,2029.1,2128.3,2350.5,2604.2,2787.3,3230.3,3745.2,4069.9,4478.7,4806.5,5197.9,6090.5,6548.7,7211.1,8194.3,8635.6,9076.9,9602.8,9738.4,10125.6,10398.0,10687.9,11775.6,12378.0,13196.3,14014.0,15163.4,15585.3,16415.9,17203.3,17939.1,19152.3,19560.5,20860.4,21763.7,22384.6,24025.3,26161.9,28272.7,30670.2,32976.1,34947.6,34133.5,36060.4,38487.9,40919.7,41322.5,43555.8,45453.5,46074.1,48774.5,50989.5,53612.6,57660.2,62581.6
 "30000","Montana",7,SAINC1,2,"...","Population (persons) 1/","Number of persons",524000,539000,540000,540000,541000,545000,550000,554000,554000,552000,555000,558000,543000,521000,483000,471000,477000,514000,530000,542000,569000,593000,596000,602000,616000,624000,636000,656000,667000,666000,669000,679000,696000,698000,703000,706000,706000,707000,701000,700000,694000,697172,711037,719138,727389,737203,749208,758521,771354,784043,789167,788752,795325,803984,814029,820904,822320,813738,805064,800200,799634,800204,809680,825770,844761,861306,876553,886254,889865,892431,897507,903773,906961,911667,919630,930009,940102,952692,964706,976415,983982,990863,998188,1005385,1015933,1024998,1034413,1045648,1057982,1066542,1075462,1086193,1104271
 "30000","Montana",7,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",592,501,387,334,299,365,475,478,514,515,530,566,708,901,1155,1185,1212,1309,1480,1638,1433,1678,1834,1855,1842,1807,1934,1971,2034,2124,2081,2137,2090,2437,2406,2447,2629,2814,2895,3040,3387,3735,3920,4492,5149,5521,5978,6337,6739,7768,8298,9142,10303,10741,11151,11698,11843,12443,12916,13356,14726,15469,16298,16971,17950,18095,18728,19411,20159,21461,21794,23081,23996,24554,26125,28131,30074,32193,34183,35792,34689,36393,38558,40701,40674,42494,43941,44063,46101,47808,49851,53085,56672
 "31000","Nebraska",4,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",803.0,704.1,566.1,419.4,378.6,364.7,556.2,535.8,554.0,532.8,525.7,578.6,697.6,1024.8,1271.2,1336.9,1448.0,1490.8,1607.0,1955.0,1771.6,2100.7,2193.5,2355.8,2247.0,2403.0,2326.2,2399.5,2782.6,2914.8,2950.0,3140.3,3214.3,3493.5,3591.0,3691.4,4060.9,4360.3,4512.7,4815.3,5379.3,5798.4,6368.8,7052.5,8225.7,8565.1,9766.4,10217.4,11073.1,12810.9,13834.2,14758.2,17140.5,18420.7,19046.7,21214.7,22348.4,22999.5,24065.8,25727.2,27305.5,29240.3,30304.9,32208.4,33288.5,35431.2,37436.4,40790.1,42017.5,44804.8,46958.3,49767.7,52068.7,52884.6,56241.3,58826.4,61063.5,63850.6,68718.0,72815.5,71664.2,75489.6,84211.6,86754.2,87398.7,92524.0,96282.1,94838.0,97112.0,101204.2,104430.2,111545.0,121934.7
 "31000","Nebraska",4,SAINC1,2,"...","Population (persons) 1/","Number of persons",1375000,1380000,1384000,1386000,1385000,1382000,1375000,1358000,1339000,1326000,1318000,1316000,1272000,1245000,1235000,1214000,1210000,1256000,1266000,1265000,1302000,1327000,1316000,1311000,1318000,1340000,1374000,1397000,1394000,1383000,1397000,1417000,1446000,1464000,1476000,1482000,1471000,1456000,1457000,1467000,1474000,1487963,1504208,1518293,1528517,1537809,1541440,1548901,1554466,1560826,1564356,1572296,1578517,1581776,1584293,1588638,1584661,1574328,1566544,1571477,1574858,1581660,1595919,1611687,1625590,1639041,1656992,1673740,1686418,1695816,1704764,1713820,1719836,1728292,1738643,1749370,1761497,1772693,1783440,1796378,1812683,1830158,1843774,1858886,1873369,1889916,1904449,1921360,1934360,1945367,1954927,1961455,1963692
 "31000","Nebraska",4,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",584,510,409,303,273,264,405,395,414,402,399,440,548,823,1029,1101,1197,1187,1269,1545,1361,1583,1667,1797,1705,1793,1693,1718,1996,2108,2112,2216,2223,2386,2433,2491,2761,2995,3097,3282,3649,3897,4234,4645,5382,5570,6336,6597,7123,8208,8843,9386,10859,11646,12022,13354,14103,14609,15362,16371,17338,18487,18989,19984,20478,21617,22593,24371,24915,26421,27545,29039,30275,30599,32348,33627,34666,36019,38531,40535,39535,41248,45674,46670,46653,48957,50556,49360,50204,52023,53419,56869,62095
 "32000","Nevada",8,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",78.6,76.7,62.5,53.5,47.9,54.9,66.7,85.3,79.8,82.4,92.5,101.9,122.2,221.3,235.6,236.6,243.7,259.0,266.9,282.6,293.2,338.4,388.9,454.8,502.0,541.4,629.8,658.6,707.0,747.7,818.0,896.1,993.1,1185.8,1330.0,1443.1,1545.0,1630.4,1731.8,2013.6,2278.6,2560.4,2860.4,3196.8,3630.1,4025.2,4544.0,5170.5,5977.9,7225.7,8374.6,9682.8,11011.8,11762.1,12530.0,13652.1,14799.4,15988.5,17473.7,19842.9,22352.5,25043.3,27515.3,30479.3,32966.0,36485.5,40138.3,44435.1,48572.7,54324.4,58824.9,64571.6,68116.6,69843.2,74483.4,82663.2,92687.4,100318.1,104595.5,103056.2,97267.1,101307.0,105105.4,109347.4,109870.5,117372.2,127117.0,132058.4,140516.7,149789.2,158923.9,168587.3,183083.4
 "32000","Nevada",8,SAINC1,2,"...","Population (persons) 1/","Number of persons",90000,92000,94000,96000,96000,98000,100000,101000,103000,105000,107000,113000,122000,139000,152000,155000,147000,145000,149000,156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2701967,2710520,2739941,2770049,2809771,2857017,2905604,2955631,3011627,3068943,3114071,3143991
 "32000","Nevada",8,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",874,834,665,557,499,560,667,845,775,785,864,902,1001,1592,1550,1526,1658,1786,1791,1811,1868,2089,2315,2513,2574,2542,2657,2634,2719,2780,2932,3079,3153,3369,3350,3388,3480,3656,3857,4340,4747,5191,5501,5847,6381,6746,7331,7994,8815,10045,10945,11951,12991,13343,13892,14760,15561,16305,17075,18458,19653,20516,21228,22554,23360,24335,25379,26667,27534,29314,30405,31986,32461,32130,33121,35232,38109,39767,40212,38836,36231,37494,38777,39909,39664,41773,44493,45450,47542,49737,51785,54137,58233
 "33000","New Hampshire",1,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",321.3,301.9,263.3,203.8,200.5,230.3,242.2,260.6,274.3,260.6,277.4,288.2,353.4,419.8,462.1,497.6,528.3,578.3,627.8,682.2,691.2,730.4,813.7,862.5,925.5,967.5,1041.2,1104.2,1181.4,1203.3,1309.9,1382.9,1456.1,1556.9,1624.7,1746.9,1883.8,2064.0,2254.8,2491.0,2781.3,2965.7,3220.1,3562.0,4013.3,4417.2,4802.3,5436.0,6146.4,7090.7,8111.9,9278.2,10517.0,11579.7,12713.2,14376.3,15842.4,17508.8,19362.1,21322.2,22846.7,23006.5,23792.3,24968.2,25786.7,27522.3,29202.8,30941.5,33274.0,36563.0,38924.2,43810.9,46136.8,46923.2,47829.3,50874.3,52744.0,56460.3,58663.4,60381.4,59358.0,62032.3,64945.3,67855.3,67703.7,70501.2,73474.6,76092.3,79390.6,83161.1,86797.5,91673.1,100011.5
 "33000","New Hampshire",1,SAINC1,2,"...","Population (persons) 1/","Number of persons",467000,466000,470000,474000,477000,480000,481000,481000,481000,485000,490000,492000,491000,482000,461000,460000,464000,495000,509000,520000,533000,532000,529000,535000,547000,554000,557000,566000,572000,581000,596000,609000,618000,632000,649000,663000,676000,681000,697000,709000,724000,741932,762173,781699,801824,817073,830025,847025,871860,893974,911893,924250,936621,947720,958134,976863,996753,1025054,1054289,1082576,1104523,1112384,1109929,1117784,1129458,1142560,1157561,1174719,1189425,1205940,1222014,1239882,1255517,1269089,1279840,1290121,1298492,1308389,1312540,1315906,1316102,1317094,1321886,1327287,1331050,1339224,1343633,1351059,1358984,1364875,1371834,1377848,1388992
 "33000","New Hampshire",1,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",688,648,560,430,420,480,504,542,570,537,566,586,720,871,1002,1082,1139,1168,1233,1312,1297,1373,1538,1612,1692,1746,1869,1951,2065,2071,2198,2271,2356,2464,2503,2635,2787,3031,3235,3513,3842,3997,4225,4557,5005,5406,5786,6418,7050,7932,8896,10039,11229,12219,13269,14717,15894,17081,18365,19696,20685,20682,21436,22337,22831,24088,25228,26339,27975,30319,31852,35335,36747,36974,37371,39434,40619,43153,44695,45886,45101,47098,49131,51123,50865,52643,54684,56321,58419,60929,63271,66534,72003
 "34000","New Jersey",2,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",3673.7,3461.9,3054.6,2443.2,2171.3,2363.9,2578.6,2920.2,3079.3,2888.0,3125.9,3463.8,4122.8,5112.0,6116.9,6572.8,6632.3,6971.3,7352.3,7960.2,8014.2,8866.3,10131.7,10985.8,11828.8,12040.2,12773.2,13863.5,14771.6,14608.8,15708.1,16552.9,17395.7,18718.6,19646.8,21063.7,22629.1,24502.9,26394.0,28967.0,32504.2,35294.5,38078.1,41394.9,45063.2,48945.2,52877.7,57408.9,62802.1,69699.1,77362.8,87046.7,97264.6,105090.4,113438.5,125567.2,134573.7,144070.4,155341.3,170597.7,183043.0,192163.5,195933.4,210510.2,217596.0,225284.5,239164.9,253062.3,269605.9,287264.7,300654.0,330613.6,341787.7,346163.5,354361.8,370214.8,384731.4,413114.6,438001.1,451052.1,436504.0,449927.1,470008.1,487527.7,492488.2,515515.1,537105.9,552051.4,572482.4,597005.0,619065.8,652498.9,693223.2
 "34000","New Jersey",2,SAINC1,2,"...","Population (persons) 1/","Number of persons",3989000,4068000,4120000,4120000,4107000,4089000,4085000,4084000,4088000,4100000,4129000,4175000,4255000,4314000,4206000,4171000,4122000,4505000,4628000,4774000,4889000,4872000,5006000,5125000,5229000,5360000,5502000,5615000,5737000,5890000,6015000,6103000,6265000,6376000,6531000,6660000,6767000,6851000,6928000,7005000,7095000,7190282,7281935,7336538,7335240,7335227,7341417,7344079,7342027,7356414,7373048,7376330,7407471,7430970,7467784,7515474,7565530,7622161,7670741,7712333,7726086,7762963,7814676,7880508,7948915,8014306,8083242,8149596,8218808,8287418,8359592,8430621,8492671,8552643,8601402,8634561,8651974,8661679,8677885,8711090,8755602,8809058,8876959,8933292,8984801,9033845,9076577,9119862,9174898,9218858,9258804,9279743,9267130
 "34000","New Jersey",2,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",921,851,741,593,529,578,631,715,753,704,757,830,969,1185,1454,1576,1609,1547,1589,1667,1639,1820,2024,2144,2262,2246,2322,2469,2575,2480,2611,2712,2777,2936,3008,3163,3344,3577,3810,4135,4581,4909,5229,5642,6143,6673,7203,7817,8554,9475,10493,11801,13131,14142,15190,16708,17788,18902,20251,22120,23692,24754,25072,26713,27374,28110,29588,31052,32804,34663,35965,39216,40245,40474,41198,42876,44467,47695,50473,51779,49854,51076,52947,54574,54813,57065,59175,60533,62397,64759,66862,70314,74805
 "35000","New Mexico",6,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",170.2,142.0,125.0,91.9,94.6,113.6,139.4,167.6,182.2,173.3,186.3,200.3,240.3,333.5,427.8,477.7,514.6,532.1,597.4,697.9,765.2,868.1,1010.9,1107.0,1161.0,1188.0,1288.2,1390.1,1559.8,1729.5,1858.6,1911.5,2000.3,2079.0,2150.3,2273.3,2412.1,2534.7,2620.0,2836.9,3143.7,3499.8,3872.4,4353.3,4881.8,5487.3,6267.9,6987.4,7819.8,8947.8,10088.4,11323.0,12799.9,14023.1,15086.1,16471.1,17823.5,18525.0,19308.7,20401.9,21855.4,23301.3,24937.1,26802.8,28827.1,30772.3,33070.6,34741.3,36520.0,38344.2,39031.3,42073.6,45061.9,46855.5,48999.1,52162.9,55762.0,60035.5,63582.9,67656.8,67034.1,69607.2,72967.7,74725.4,73561.8,77975.1,79864.3,81414.1,82859.9,86531.9,90539.2,97603.5,104355.7
 "35000","New Mexico",6,SAINC1,2,"...","Population (persons) 1/","Number of persons",420000,427000,436000,441000,449000,461000,475000,489000,503000,513000,523000,531000,505000,508000,533000,526000,530000,562000,582000,604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064892,2082110,2090254,2096509,2095037,2096003,2099630,2101053,2103101,2110146,2117566,2115877
 "35000","New Mexico",6,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",405,333,287,208,211,246,293,343,362,338,356,377,476,656,803,908,971,947,1026,1156,1188,1260,1410,1506,1536,1557,1641,1725,1842,1952,2022,2004,2073,2124,2174,2260,2383,2517,2620,2854,3109,3420,3677,4039,4421,4858,5391,5846,6382,7148,7878,8647,9604,10282,10819,11626,12392,12665,13059,13689,14532,15314,16034,16800,17616,18291,19223,19826,20576,21380,21587,23102,24601,25255,26097,27399,28858,30597,31950,33649,32911,33710,35045,35749,35088,37219,38103,38775,39437,41145,42907,46092,49320
 "36000","New York",2,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",14071.1,13171.9,11416.2,8921.7,8327.9,9117.2,9790.3,11041.1,11460.0,10824.1,11323.9,11878.0,13428.2,15491.6,18229.6,19900.8,21068.6,23170.9,24506.0,25850.8,25883.5,27767.5,30071.2,31529.0,33538.6,34640.5,36888.8,39190.9,41618.2,43296.7,45890.1,47939.4,50098.4,52853.4,55173.7,58939.4,62624.5,67240.3,72537.9,80061.8,83626.3,89895.4,96121.0,102833.6,109571.7,118064.6,127413.9,134980.8,145640.4,158583.7,173361.9,193258.5,215680.6,234418.0,252683.2,279483.6,299163.5,319479.4,340642.8,373665.4,403910.0,432317.8,432542.6,457271.4,470053.9,484730.6,510818.3,537881.6,567955.8,600946.9,637109.2,685783.3,711466.3,709785.0,720548.9,754007.4,782224.9,843047.5,907402.6,925727.6,907953.4,947076.6,997755.8,1049158.2,1062135.4,1105907.8,1154722.9,1194534.6,1272903.0,1316439.9,1361472.7,1440049.5,1515756.9
